Section/PoemTitle,IDNO,Is Individual,::,IDNO,GUTTENBURGTITLENOAPOS,NameCHECK,IS INDIVIDUAL?
CONFESSION,FDM-041-045-000-046,FALSE,::,FDM-034-036-000-037,Le Balcon,LE BALCON,FALSE
Correspondances,FDM-004-004-000-004,TRUE,::,FDM-048-052-000-053,LE BEAU NAVIRE,LE BEAU NAVIRE,TRUE
DANSE MACABRE,FDM-000-097-000-121,FALSE,::,FDM-000-000-001-100,LE COUCHER DU SOLEIL ROMANTIQUE,LE COUCHER DU SOLEIL ROMANTIQUE,FALSE
DE PROFUNDIS CLAMAVI,FDM-028-030-000-031,TRUE,::,FDM-000-080-000-082,Le Gout du Neant,LE GOUT DU NEANT,FALSE
DON JUAN AUX ENFERS,FDM-015-015-000-015,FALSE,::,FDM-000-000-008-097,LE JET DEAU,LE JET DEAU,FALSE
Duellum,FDM-000-035-000-036,FALSE,::,FDM-066-096-000-120,LE JEU,LE JEU,FALSE
ELEVATION,FDM-003-003-000-003,FALSE,::,FDM-000-000-000-095,LE REBELLE,LE REBELLE,FALSE
Epigraphe pour un livre condamne,FDM-000-000-000-133,FALSE,::,FDM-072-063-000-065,LE REVENANT,LE REVENANT,FALSE
FEMMES DAMNEES (A la pâle clarté),FDM-081-000-003-000,TRUE,::,FDM-029-031-000-032,LE VAMPIRE,LE VAMPIRE,FALSE
FEMMES DAMNEES (Comme un bétail pensif),FDM-082-111-000-136,TRUE,::,FDM-010-010-000-010,LENNEMI,LENNEMI,FALSE
FLEUR DU MAL,FDM----,FALSE,::,FDM-056-066-000-068,LES CHATS,LES CHATS,TRUE
FRANCISCAE MEAE LAUDES (missing poem??),FDM-053-060-013-062,TRUE,::,FDM-000-091-000-115,LES PETITES VIEILLES,LES PETITES VIEILLES,FALSE
Harmonie du soir,FDM-043-047-000-048,TRUE,::,FDM-006-006-000-006,LES PHARES,LES PHARES,TRUE
Horreur sympathique,FDM-000-082-000-084,FALSE,::,FDM-000-000-000-089,LEXAMEN DE MINUIT,LEXAMEN DE MINUIT,FALSE
HYMNE,FDM-000-000-000-094,FALSE,::,FDM-018-018-000-019,LIDEAL,LIDEAL,TRUE
HYMNE A LA BEAUTE,FDM-000-021-010-022,TRUE,::,FDM-064-084-000-106,LIRREMEDIABLE,LIRREMEDIABLE,TRUE
J’aime le souvenir de ces epoques nues,FDM-005-005-000-005,FALSE,::,FDM-050-054-000-055,LIrréparable,LIrréparable,FALSE
Je tadore à légal de la voûte nocturne (untitled),FDM-022-024-000-025,TRUE,::,FDM-000-000-000-090,MADRIGAL TRISTE,MADRIGAL TRISTE,FALSE
Je te donne ces versa fin que si mon nom,FDM-035-039-000-040,FALSE,::,FDM-032-033-000-034,REMORDS POSTHUME,REMORDS POSTHUME,FALSE
LALBATROS,FDM-000-002-000-002,FALSE,::,FDM-024-026-000-027,SED NON SATIATA,SED NON SATIATA,FALSE
LAME DU VIN,FDM-093-104-000-128,FALSE,::,FDM-000-040-000-041,SEMPER EADEM,SEMPER EADEM,TRUE
LAMOUR DU MENSONGE,FDM-000-098-000-122,FALSE,::,FDM-000-059-000-060,SISINA,SISINA,TRUE
LAVERTISSEUR,FDM-000-000-000-091,FALSE,::,FDM-000-064-000-066,SONNET DAUTOMNE,SONNET DAUTOMNE,FALSE
LENNEMI,FDM-010-010-000-010,FALSE,::,FDM-036-041-000-042,TOUT ENTIERE,TOUT ENTIERE,TRUE
LEXAMEN DE MINUIT,FDM-000-000-000-089,FALSE,::,FDM-075-065-000-067,TRISTESSE DE LA LUNE,TRISTESSE DE LA LUNE,FALSE
LHEAUTONTIMOROUMENOS,FDM-052-083-000-105,TRUE,::,FDM-000-089-000-113,LE CYGNE,LE CYGNE,FALSE
LHOMME ET LA MER,FDM-014-014-000-014,TRUE,::,FDM-002-087-000-109,LE SOLEIL,LE SOLEIL,TRUE
LHORLOGE,FDM-000-085-000-107,TRUE,::,FDM-000-090-000-114,LES SEPT VIEILLARDS,LES SEPT VIEILLARDS,FALSE
LIDEAL,FDM-018-018-000-019,TRUE,::,FDM-000-085-000-107,LHORLOGE,LHORLOGE,TRUE
LIMPREVU,FDM-000-000-018-088,TRUE,::,FDM-037-042-000-043,"[Que diras-tu ce soir, pauvre âme solitaire]","Que diras-tu ce soir, pauvre âme solitaire (untitled)",FALSE
LIRREMEDIABLE,FDM-064-084-000-106,TRUE,::,FDM-053-060-013-062,FRANCISCAE MEAE LAUDES,FRANCISCAE MEAE LAUDES (missing poem??),TRUE
LIrréparable,FDM-050-054-000-055,FALSE,::,FDM-000-021-010-022,HYMNE A LA BEAUTE,HYMNE A LA BEAUTE,TRUE
L’Amour et le crane,FDM-089-117-000-142,FALSE,::,FDM-000-023-000-024,LA CHEVELURE,LA CHEVELURE,TRUE
L’Aube spirituelle,FDM-042-046-000-047,FALSE,::,FDM-089-117-000-142,LAMOUR DU MENSONG,L’Amour et le crane,FALSE
L’Invitation au voyage,FDM-049-053-000-054,TRUE,::,FDM-047-051-000-052,Le Chat,LE CHAT (Dans ma cervelle se promène),FALSE
La Beatrice,FDM-086-115-000-140,FALSE,::,FDM-033-034-000-035,Le Chat,"LE CHAT (Viens, mon beau chat)",FALSE
LA BEAUTE,FDM-017-017-000-018,FALSE,::,FDM-000-000-000-087,LE COUVERCLE,LE COUVERCLE,TRUE
LA CHEVELURE,FDM-000-023-000-024,TRUE,::,FDM-067-095-000-119,LE CRÉPUSCULE DU SOIR,LE CREPUSCULE DU SOIR,FALSE
LA CLOCHE FELEE,FDM-058-074-000-076,FALSE,::,FDM-044-048-000-049,LE FLACON,LE FLACON,TRUE
La Destruction,FDM-078-109-000-134,FALSE,::,FDM-000-020-000-021,LE MASQUE,LE MASQUE,TRUE
La Fin de la journee,FDM-000-124-000-149,TRUE,::,FDM-045-049-000-050,LE POISON,LE POISON,TRUE
La Fontaine du sang,FDM-084-113-000-138,FALSE,::,FDM-000-037-000-038,Le Possédé,LE POSSEDE,FALSE
La Geante,FDM-019-019-000-020,FALSE,::,FDM-052-083-000-105,LHÉAUTONTIMOROUMÉNOS,LHEAUTONTIMOROUMENOS,TRUE
LA LUNE OFFENSEE,FDM-000-000-000-111,TRUE,::,FDM-014-014-000-014,LHOMME ET LA MER,LHOMME ET LA MER,TRUE
LA MORT,FDM----,FALSE,::,FDM-000-000-018-088,LIMPREVU,LIMPREVU,TRUE
LA MORT DES AMANTS,FDM-098-121-000-146,TRUE,::,FDM-062-078-000-080,SPLEEN,SPLEE (Quand le ciel bas et lourd),FALSE
La Mort des artistes,FDM-100-123-000-148,FALSE,::,FDM-060-076-000-078,SPLEEN,Spleen (j’ai plus de souvenirs),FALSE
LA MORT DES PAUVRES,FDM-099-122-000-147,FALSE,::,FDM-061-077-000-079,SPLEEN,SPLEEN (Je suis comme le roi),FALSE
La Muse malade,FDM-007-007-000-007,FALSE,::,FDM-059-075-000-077,SPLEEN,"SPLEEN (Pluviôse, irrité)",FALSE
La Muse vénale,FDM-008-008-000-008,FALSE,::,FDM-000-038-000-039,Un Fantôme,UN FANTOME,FALSE
LA MUSIQUE,FDM-076-069-000-071,TRUE,::,FDM-031-032-000-033,Une nuit que jétais près dune affreuse Juive,Une nuit que j’etais pres d’une Juive,FALSE
LA PIPE,FDM-077-068-000-070,TRUE,::,,,,
LA PRIERE DUN PAÏEN,FDM-000-000-000-086,TRUE,::,,,,
La Rancon,FDM-000-000-019-098,FALSE,::,,,,
LA VIE ANTERIEURE,FDM-012-012-000-012,FALSE,::
LA VOIX,FDM-000-000-017-093,FALSE,::
LE BALCON,FDM-034-036-000-037,FALSE,::
LE BEAU NAVIRE,FDM-048-052-000-053,TRUE,::
"Le Calumet de paix, imite de Longfellow",FDM-000-000-000-085,FALSE,::
LE CHAT (Dans ma cervelle se promène),FDM-047-051-000-052,FALSE,::
"LE CHAT (Viens, mon beau chat)",FDM-033-034-000-035,FALSE,::
LE COUCHER DU SOLEIL ROMANTIQUE,FDM-000-000-001-100,FALSE,::
LE COUVERCLE,FDM-000-000-000-087,TRUE,::
Le Crepuscule du matin,FDM-068-103-000-127,FALSE,::
LE CREPUSCULE DU SOIR,FDM-067-095-000-119,FALSE,::
LE CYGNE,FDM-000-089-000-113,FALSE,::
LE FLACON,FDM-044-048-000-049,TRUE,::
Le Flambeau vivant,FDM-038-043-000-044,FALSE,::
LE GOUFFRE,FDM-000-000-000-102,FALSE,::
LE GOUT DU NEANT,FDM-000-080-000-082,FALSE,::
Le Guignon,FDM-011-011-000-011,FALSE,::
LE JET DEAU,FDM-000-000-008-097,FALSE,::
LE JEU,FDM-066-096-000-120,FALSE,::
LE LETHE,FDM-030-000-004-000,TRUE,::
LE MASQUE,FDM-000-020-000-021,TRUE,::
Le Mauvais Moine,FDM-008-009-000-009,FALSE,::
Le Monstre,FDM-000-000-012-000,FALSE,::
LE MORT JOYEUX,FDM-073-072-000-074,FALSE,::
LE POISON,FDM-045-049-000-050,TRUE,::
LE POSSEDE,FDM-000-037-000-038,FALSE,::
LE REBELLE,FDM-000-000-000-095,FALSE,::
Le Reniement de saint Pierre,FDM-090-118-000-143,FALSE,::
LE REVE DUN CURIEUX,FDM-000-125-000-150,TRUE,::
LE REVENANT,FDM-072-063-000-065,FALSE,::
LE SERPENT QUI DANSE,FDM-026-028-000-029,FALSE,::
LE SOLEIL,FDM-002-087-000-109,TRUE,::
Le Squelette laboureur,FDM-000-094-000-118,FALSE,::
Le Tonneau de la haine,FDM-071-073-000-075,FALSE,::
LE VAMPIRE,FDM-029-031-000-032,FALSE,::
LE VIN,FDM----,FALSE,::
LE VIN DE LASSASSIN,FDM-095-106-000-130,TRUE,::
LE VIN DES AMANTS,FDM-097-108-000-132,TRUE,::
LE VIN DES CHIFFONNIERS,FDM-094-105-000-129,FALSE,::
LE VIN DU SOLITAIRE,FDM-096-107-000-131,TRUE,::
LE VOYAGE,FDM-000-126-000-151,TRUE,::
Les Aveugles,FDM-000-092-000-116,FALSE,::
LES BIJOUX,FDM-020-000-006-000,TRUE,::
LES CHATS,FDM-056-066-000-068,TRUE,::
LES DEUX BONNES SOEURS,FDM-083-112-000-137,TRUE,::
Les Hiboux,FDM-000-067-000-069,FALSE,::
LES LITANIES DE SATAN,FDM-092-120-000-145,TRUE,::
LES METAMORPHOSES DU VAMPIRE,FDM-087-000-007-000,TRUE,::
LES PETITES VIEILLES,FDM-000-091-000-115,FALSE,::
LES PHARES,FDM-006-006-000-006,TRUE,::
LES PLAINTES DUN ICARE,FDM-000-000-000-103,FALSE,::
Les Promesses d’un visage,FDM-000-000-011-000,FALSE,::
LES SEPT VIEILLARDS,FDM-000-090-000-114,FALSE,::
Les Yeux de Berthe,FDM-000-000-009-096,FALSE,::
LESBOS,FDM-080-000-002-000,FALSE,::
Lola de Valence,FDM-000-000-015-110,FALSE,::
MADRIGAL TRISTE,FDM-000-000-000-090,FALSE,::
Moesta et errabunda,FDM-055-062-000-064,FALSE,::
NOT IN OUR VERSION as of 7/29/2014,FDM-IDNO,FALSE,::
Obsession,FDM-000-079-000-081,FALSE,::
Parfun exotique,FDM-021-022-000-023,FALSE,::
Paysage,FDM-000-086-000-108,FALSE,::
PIÈCES CONDAMNÉES,FDM----,FALSE,::
"Que diras-tu ce soir, pauvre âme solitaire (untitled)",FDM-037-042-000-043,FALSE,::
RECUEILLEMENT,FDM-000-000-000-104,FALSE,::
REMORDS POSTHUME,FDM-032-033-000-034,FALSE,::
Reve parisien,FDM-000-102-000-126,FALSE,::
Reversibilite,FDM-040-044-000-045,FALSE,::
SED NON SATIATA,FDM-024-026-000-027,FALSE,::
SEMPER EADEM,FDM-000-040-000-041,TRUE,::
SEPULTURE DUN POETE MAUDIT,FDM-074-070-000-072,FALSE,::
SISINA,FDM-000-059-000-060,TRUE,::
SONNET DAUTOMNE,FDM-000-064-000-066,FALSE,::
SPLEE (Quand le ciel bas et lourd),FDM-062-078-000-080,FALSE,::
Spleen (j’ai plus de souvenirs),FDM-060-076-000-078,FALSE,::
SPLEEN (Je suis comme le roi),FDM-061-077-000-079,FALSE,::
"SPLEEN (Pluviôse, irrité)",FDM-059-075-000-077,FALSE,::
SPLEEN ET IDÉAL,,,
Sur le Tasse en prison d’Eugene Delacroix,FDM-000-000-016-101,FALSE,
Sur les Debuts d’Amina Boschetti,FDM-000-000-021-000,FALSE,
TABLEAUX PARISIENS,FDM----,FALSE
TOUT ENTIERE,FDM-036-041-000-042,TRUE
TRISTESSE DE LA LUNE,FDM-075-065-000-067,FALSE
Tu mettrais lunivers entier dans ta ruelle (untitled),FDM-023-025-000-026,TRUE
Un Cabaret folatre,FDM-000-000-023-000,FALSE
UN FANTOME,FDM-000-038-000-039,FALSE
UN VOYAGE A CYTHERE,FDM-088-116-000-141,TRUE
UNE CHAROGNE,FDM-027-029-000-030,FALSE
Une Gravure fantastique,FDM-000-071-000-073,FALSE
UNE MARTYRE,FDM-079-110-000-135,TRUE
Une nuit que j’etais pres d’une Juive,FDM-031-032-000-033,FALSE
Vers pour le portrait d’Honore Daumier,FDM-000-000-014-061,FALSE
